Unit,AbstractUnit,Role,TestClass,PhoneticScore,Occurrences,TextCount,TopRegion,TopSite,TopSymbol,TopType,TopMaterial,Frames,SemanticFrames,ExampleTexts
031-382-151,M03-R71-T05,TerminalFiller,ControlOrLowPriority,0.287,1,1,Gujarat/Kutch:1,Dholavira:1,Bull:1,SEAL:1,Unknown:1,002|<END>:1,ClassifierSlotTerminalFormula:1,Dlv-1@Dholavira/Bull
031-592-031-032-842,M03-R97-M03-A07-R79,TerminalFiller,ControlOrLowPriority,0.287,1,1,Lower Indus:1,Chanhu-daro:1,Bull:1,SEAL:1,Steatite:1,060|<END>:1,LowEvidenceSequence:1,C-54@Chanhu-daro/Bull
032-125-420-595-400,A07-R05-R218-R46-T03,TerminalFiller,ControlOrLowPriority,0.287,1,1,Lower Indus:1,Mohenjo-daro:1,Unknown:1,SEAL:1,Steatite:1,820|<END>:1,ClassifierSlotTerminalFormula:1,M-356@Mohenjo-daro/Unknown
060-820,A06-C01,InitialFiller,ControlOrLowPriority,0.287,1,1,Gujarat/Kutch:1,Dholavira:1,Bull:1,SEAL:1,Steatite:1,<START>|001:1,ClassifierSlotTerminalFormula:1,-@Dholavira/Bull
070-061-406-923,R20-R29-R54-R26,PreTerminalFiller,ControlOrLowPriority,0.287,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,032|740:1,ClassifierSlotTerminalFormula:1,M-170@Mohenjo-daro/Bull
235-550-527,M01-R15-T04,TerminalFiller,ControlOrLowPriority,0.287,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,002|<END>:1,ClassifierSlotTerminalFormula:1,M-897@Mohenjo-daro/Bull
235-555-527,M01-R40-T04,TerminalFiller,ControlOrLowPriority,0.287,1,1,Gujarat/Kutch:1,Lothal:1,Unknown:1,SEAL:1,Steatite:1,002|<END>:1,ClassifierSlotTerminalFormula:1,L-89@Lothal/Unknown
235-706-033-555-527,M01-R09-A11-R40-T04,TerminalFiller,ControlOrLowPriority,0.287,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,002|<END>:1,ClassifierSlotTerminalFormula:1,M-1693@Mohenjo-daro/Bull
354-400-520,R125-T03-T02,TerminalFiller,ControlOrLowPriority,0.287,1,1,Lower Indus:1,Mohenjo-daro:1,Unknown:1,SEAL:1,Steatite:1,002|<END>:1,ClassifierSlotTerminalFormula:1,M-1311@Mohenjo-daro/Unknown
455-740-840-032-740,R44-T01-R10-A07-T01,TerminalFiller,ControlOrLowPriority,0.287,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,861|<END>:1,ClassifierSlotTerminalFormula:1,M-1796@Mohenjo-daro/Bull
463-820-390,R92-C01-M02,TerminalFiller,ControlOrLowPriority,0.287,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,060|<END>:1,InitialClassifierFormula:1,M-48@Mohenjo-daro/Bull
521-400-031-064,R95-T03-M03-R156,TerminalFiller,ControlOrLowPriority,0.287,1,1,Lower Indus:1,Mohenjo-daro:1,Unknown:1,SEAL:1,Steatite:1,002|<END>:1,ClassifierSlotTerminalFormula:1,M-1974@Mohenjo-daro/Unknown
544-690-817-002-590,R135-R08-C03-A01-A08,InitialFiller,ControlOrLowPriority,0.287,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,<START>|390:1,InitialClassifierFormula:1,M-855@Mohenjo-daro/Bull
575-031-002-003,R22-M03-A01-M05,InitialFiller,ControlOrLowPriority,0.287,1,1,Lower Indus:1,Mohenjo-daro:1,Zebu:1,SEAL:1,Steatite:1,<START>|390:1,LowEvidenceSequence:1,M-318@Mohenjo-daro/Zebu
590-407-740,A08-R12-T01,TerminalFiller,ControlOrLowPriority,0.287,1,1,Lower Indus:1,Mohenjo-daro:1,Unknown:1,SEAL:1,Steatite:1,031|<END>:1,ClassifierSlotTerminalFormula:1,M-1954@Mohenjo-daro/Unknown
626-605-250,R250-R137-R52,TerminalFiller,ControlOrLowPriority,0.287,1,1,Lower Indus:1,Mohenjo-daro:1,Unknown:1,SEAL:1,Steatite:1,060|<END>:1,InitialClassifierFormula:1,M-390@Mohenjo-daro/Unknown
740-031-243-617,T01-M03-R69-R57,TerminalFiller,ControlOrLowPriority,0.287,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,861|<END>:1,ClassifierSlotTerminalFormula:1,M-1714@Mohenjo-daro/Bull
741-005-368-705-167,A03-R49-R04-A13-R175,TerminalFiller,ControlOrLowPriority,0.287,1,1,Inter-Riverine:1,Harappa:1,Anth:1,TAB:1,Clay:1,060|<END>:1,LowEvidenceSequence:1,H-175@Harappa/Anth
806-231-706-033-520,M06-R21-R09-A11-T02,TerminalFiller,ControlOrLowPriority,0.287,1,1,Inter-Riverine:1,Harappa:1,Bull:1,SEAL:1,Unknown:1,002|<END>:1,ClassifierSlotTerminalFormula:1,H-388@Harappa/Bull
817-002-235,C03-A01-M01,InitialFiller,ControlOrLowPriority,0.287,1,1,Inter-Riverine:1,Harappa:1,Bull:1,SEAL:1,Steatite:1,<START>|240:1,ClassifierSlotTerminalFormula:1,H-12@Harappa/Bull
817-368-003,C03-R04-M05,InitialFiller,ControlOrLowPriority,0.287,1,1,Inter-Riverine:1,Harappa:1,Bull:1,SEAL:1,Steatite:1,<START>|390:1,InitialClassifierFormula:1,H-54@Harappa/Bull
820-002-803-322-920,C01-A01-A12-R119-M04,InitialFiller,ControlOrLowPriority,0.287,1,1,Lower Indus:1,Mohenjo-daro:1,Unknown:1,SEAL:1,Steatite:1,<START>|390:1,InitialClassifierFormula:1,M-1955@Mohenjo-daro/Unknown
820-125-390-002-004,C01-R05-M02-A01-R28,InitialFiller,ControlOrLowPriority,0.287,1,1,Gujarat/Kutch:1,Surkotada:1,Bull:1,SEAL:1,Unknown:1,<START>|390:1,InitialClassifierFormula:1,Sktd-1@Surkotada/Bull
861-002-806-240-844,C02-A01-M06-A02-R287,InitialFiller,ControlOrLowPriority,0.287,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Steatite:1,<START>|390:1,InitialClassifierFormula:1,M-166@Mohenjo-daro/Bull
861-002-900-590,C02-A01-R06-A08,InitialFiller,ControlOrLowPriority,0.287,1,1,Lower Indus:1,Mohenjo-daro:1,Bull:1,SEAL:1,Faience:1,<START>|390:1,ClassifierSlotTerminalFormula:1,M-834@Mohenjo-daro/Bull
861-368-480-003,C02-R04-R72-M05,InitialFiller,ControlOrLowPriority,0.287,1,1,Gujarat/Kutch:1,Lothal:1,Bull:1,SEAL:1,Steatite:1,<START>|390:1,InitialClassifierFormula:1,L-29@Lothal/Bull
861-368-717-740-622,C02-R04-R41-T01-R248,TerminalFiller,ControlOrLowPriority,0.287,1,1,Inter-Riverine:1,Kalibangan:1,Bull:1,SEAL:1,Steatite:1,820|<END>:1,ClassifierSlotTerminalFormula:1,K-6@Kalibangan/Bull
